DefaultDisturbanceTypeId,DefaultEcoBoundaryId,AnnualOrder,DMId,Name,Description
228,5,1,229,Deforestation-peat mining-Uprooting and burn for Taiga Shield West,Deforestation-peat mining-Uprooting and decay for Taiga Shield West
228,6,1,229,Deforestation-peat mining-Uprooting and burn for Boreal Shield West,Deforestation-peat mining-Uprooting and decay for Boreal Shield West
228,7,1,229,Deforestation-peat mining-Uprooting and burn for Atlantic Maritime,Deforestation-peat mining-Uprooting and decay for Atlantic Maritime
228,8,1,229,Deforestation-peat mining-Uprooting and burn for Mixedwood Plains,Deforestation-peat mining-Uprooting and decay for Mixedwood Plains
228,9,1,229,Deforestation-peat mining-Uprooting and burn for Boreal Plains,Deforestation-peat mining-Uprooting and decay for Boreal Plains
228,10,1,229,Deforestation-peat mining-Uprooting and burn for Subhumid Prairies,Deforestation-peat mining-Uprooting and decay for Subhumid Prairies
228,11,1,229,Deforestation-peat mining-Uprooting and burn for Taiga Cordillera,Deforestation-peat mining-Uprooting and decay for Taiga Cordillera
228,12,1,229,Deforestation-peat mining-Uprooting and burn for Boreal Cordillera,Deforestation-peat mining-Uprooting and decay for Boreal Cordillera
228,13,1,229,Deforestation-peat mining-Uprooting and burn for Pacific Maritime,Deforestation-peat mining-Uprooting and decay for Pacific Maritime
228,14,1,229,Deforestation-peat mining-Uprooting and burn for Montane Cordillera,Deforestation-peat mining-Uprooting and decay for Montane Cordillera
228,15,1,229,Deforestation-peat mining-Uprooting and burn for Hudson Plains,Deforestation-peat mining-Uprooting and decay for Hudson Plains
228,16,1,229,Deforestation-peat mining-Uprooting and burn for Taiga Shield East,Deforestation-peat mining-Uprooting and decay for Taiga Shield East
228,17,1,229,Deforestation-peat mining-Uprooting and burn for Boreal Shield East,Deforestation-peat mining-Uprooting and decay for Boreal Shield East
228,18,1,229,Deforestation-peat mining-Uprooting and burn for Semiarid Prairies,Deforestation-peat mining-Uprooting and decay for Semiarid Prairies
229,4,1,210,Deforestation-recreation-salvage and burn for Taiga Plains,Deforestation-recreation-salvage and burn for Taiga Plains
229,5,1,211,Deforestation-recreation-salvage and burn for Taiga Shield West,Deforestation-recreation-salvage and burn for Taiga Shield West
229,6,1,213,Deforestation-recreation-salvage and burn for Boreal Shield West,Deforestation-recreation-salvage and burn for Boreal Shield West
229,7,1,215,Deforestation-recreation-salvage and burn for Atlantic Maritime,Deforestation-recreation-salvage and burn for Atlantic Maritime
229,8,1,216,Deforestation-recreation-salvage and burn for Mixedwood Plains,Deforestation-recreation-salvage and burn for Mixedwood Plains
229,9,1,214,Deforestation-recreation-salvage and burn for Boreal Plains,Deforestation-recreation-salvage and burn for Boreal Plains
229,10,1,217,Deforestation-recreation-salvage and burn for Subhumid Prairies,Deforestation-recreation-salvage and burn for Subhumid Prairies
229,11,1,218,Deforestation-recreation-salvage and burn for Taiga Cordillera,Deforestation-recreation-salvage and burn for Taiga Cordillera
229,12,1,219,Deforestation-recreation-salvage and burn for Boreal Cordillera,Deforestation-recreation-salvage and burn for Boreal Cordillera
229,13,1,221,Deforestation-recreation-salvage and burn for Pacific Maritime,Deforestation-recreation-salvage and burn for Pacific Maritime
229,14,1,220,Deforestation-recreation-salvage and burn for Montane Cordillera,Deforestation-recreation-salvage and burn for Montane Cordillera
229,15,1,222,Deforestation-recreation-salvage and burn for Hudson Plains,Deforestation-recreation-salvage and burn for Hudson Plains
229,16,1,212,Deforestation-recreation-salvage and burn for Taiga Shield East,Deforestation-recreation-salvage and burn for Taiga Shield East
229,17,1,223,Deforestation-recreation-salvage and burn for Boreal Shield East,Deforestation-recreation-salvage and burn for Boreal Shield East
229,18,1,224,Deforestation-recreation-salvage and burn for Semiarid Prairies,Deforestation-recreation-salvage and burn for Semiarid Prairies
230,4,1,209,Deforestation-recreation-salvage and decay for Taiga Plains,Deforestation-recreation-salvage and decay for Taiga Plains
230,5,1,209,Deforestation-recreation-salvage and decay for Taiga Shield West,Deforestation-recreation-salvage and decay for Taiga Shield West
230,6,1,209,Deforestation-recreation-salvage and decay for Boreal Shield West,Deforestation-recreation-salvage and decay for Boreal Shield West
230,7,1,209,Deforestation-recreation-salvage and decay for Atlantic Maritime,Deforestation-recreation-salvage and decay for Atlantic Maritime
230,8,1,209,Deforestation-recreation-salvage and decay for Mixedwood Plains,Deforestation-recreation-salvage and decay for Mixedwood Plains
230,9,1,209,Deforestation-recreation-salvage and decay for Boreal Plains,Deforestation-recreation-salvage and decay for Boreal Plains
230,10,1,209,Deforestation-recreation-salvage and decay for Subhumid Prairies,Deforestation-recreation-salvage and decay for Subhumid Prairies
230,11,1,209,Deforestation-recreation-salvage and decay for Taiga Cordillera,Deforestation-recreation-salvage and decay for Taiga Cordillera
230,12,1,209,Deforestation-recreation-salvage and decay for Boreal Cordillera,Deforestation-recreation-salvage and decay for Boreal Cordillera
230,13,1,209,Deforestation-recreation-salvage and decay for Pacific Maritime,Deforestation-recreation-salvage and decay for Pacific Maritime
230,14,1,209,Deforestation-recreation-salvage and decay for Montane Cordillera,Deforestation-recreation-salvage and decay for Montane Cordillera
230,15,1,209,Deforestation-recreation-salvage and decay for Hudson Plains,Deforestation-recreation-salvage and decay for Hudson Plains
230,16,1,209,Deforestation-recreation-salvage and decay for Taiga Shield East,Deforestation-recreation-salvage and decay for Taiga Shield East
230,17,1,209,Deforestation-recreation-salvage and decay for Boreal Shield East,Deforestation-recreation-salvage and decay for Boreal Shield East
230,18,1,209,Deforestation-recreation-salvage and decay for Semiarid Prairies,Deforestation-recreation-salvage and decay for Semiarid Prairies
231,4,1,209,Deforestation-recreation-Salvage uprooting and decay for Taiga Plains,Deforestation-recreation-Salvage uprooting and decay for Taiga Plains
231,5,1,209,Deforestation-recreation-Salvage uprooting and decay for Taiga Shield West,Deforestation-recreation-Salvage uprooting and decay for Taiga Shield West
231,6,1,209,Deforestation-recreation-Salvage uprooting and decay for Boreal Shield West,Deforestation-recreation-Salvage uprooting and decay for Boreal Shield West
231,7,1,209,Deforestation-recreation-Salvage uprooting and decay for Atlantic Maritime,Deforestation-recreation-Salvage uprooting and decay for Atlantic Maritime
231,8,1,209,Deforestation-recreation-Salvage uprooting and decay for Mixedwood Plains,Deforestation-recreation-Salvage uprooting and decay for Mixedwood Plains
231,9,1,209,Deforestation-recreation-Salvage uprooting and decay for Boreal Plains,Deforestation-recreation-Salvage uprooting and decay for Boreal Plains
231,10,1,209,Deforestation-recreation-Salvage uprooting and decay for Subhumid Prairies,Deforestation-recreation-Salvage uprooting and decay for Subhumid Prairies
231,11,1,209,Deforestation-recreation-Salvage uprooting and decay for Taiga Cordillera,Deforestation-recreation-Salvage uprooting and decay for Taiga Cordillera
231,12,1,209,Deforestation-recreation-Salvage uprooting and decay for Boreal Cordillera,Deforestation-recreation-Salvage uprooting and decay for Boreal Cordillera
231,13,1,209,Deforestation-recreation-Salvage uprooting and decay for Pacific Maritime,Deforestation-recreation-Salvage uprooting and decay for Pacific Maritime
231,14,1,209,Deforestation-recreation-Salvage uprooting and decay for Montane Cordillera,Deforestation-recreation-Salvage uprooting and decay for Montane Cordillera
231,15,1,209,Deforestation-recreation-Salvage uprooting and decay for Hudson Plains,Deforestation-recreation-Salvage uprooting and decay for Hudson Plains
231,16,1,209,Deforestation-recreation-Salvage uprooting and decay for Taiga Shield East,Deforestation-recreation-Salvage uprooting and decay for Taiga Shield East
231,17,1,209,Deforestation-recreation-Salvage uprooting and decay for Boreal Shield East,Deforestation-recreation-Salvage uprooting and decay for Boreal Shield East
231,18,1,209,Deforestation-recreation-Salvage uprooting and decay for Semiarid Prairies,Deforestation-recreation-Salvage uprooting and decay for Semiarid Prairies
232,4,1,210,Deforestation-recreation-Salvage uprooting and burn for Taiga Plains,Deforestation-recreation-Salvage uprooting and burn for Taiga Plains
232,5,1,211,Deforestation-recreation-Salvage uprooting and burn for Taiga Shield West,Deforestation-recreation-Salvage uprooting and burn for Taiga Shield West
232,6,1,213,Deforestation-recreation-Salvage uprooting and burn for Boreal Shield West,Deforestation-recreation-Salvage uprooting and burn for Boreal Shield West
232,7,1,215,Deforestation-recreation-Salvage uprooting and burn for Atlantic Maritime,Deforestation-recreation-Salvage uprooting and burn for Atlantic Maritime
232,8,1,216,Deforestation-recreation-Salvage uprooting and burn for Mixedwood Plains,Deforestation-recreation-Salvage uprooting and burn for Mixedwood Plains
232,9,1,214,Deforestation-recreation-Salvage uprooting and burn for Boreal Plains,Deforestation-recreation-Salvage uprooting and burn for Boreal Plains
232,10,1,217,Deforestation-recreation-Salvage uprooting and burn for Subhumid Prairies,Deforestation-recreation-Salvage uprooting and burn for Subhumid Prairies
232,11,1,218,Deforestation-recreation-Salvage uprooting and burn for Taiga Cordillera,Deforestation-recreation-Salvage uprooting and burn for Taiga Cordillera
232,12,1,219,Deforestation-recreation-Salvage uprooting and burn for Boreal Cordillera,Deforestation-recreation-Salvage uprooting and burn for Boreal Cordillera
232,13,1,221,Deforestation-recreation-Salvage uprooting and burn for Pacific Maritime,Deforestation-recreation-Salvage uprooting and burn for Pacific Maritime
232,14,1,220,Deforestation-recreation-Salvage uprooting and burn for Montane Cordillera,Deforestation-recreation-Salvage uprooting and burn for Montane Cordillera
232,15,1,222,Deforestation-recreation-Salvage uprooting and burn for Hudson Plains,Deforestation-recreation-Salvage uprooting and burn for Hudson Plains
232,16,1,212,Deforestation-recreation-Salvage uprooting and burn for Taiga Shield East,Deforestation-recreation-Salvage uprooting and burn for Taiga Shield East
232,17,1,223,Deforestation-recreation-Salvage uprooting and burn for Boreal Shield East,Deforestation-recreation-Salvage uprooting and burn for Boreal Shield East
232,18,1,224,Deforestation-recreation-Salvage uprooting and burn for Semiarid Prairies,Deforestation-recreation-Salvage uprooting and burn for Semiarid Prairies
233,4,1,209,Deforestation-transportation-Salvage uprooting and decay for Taiga Plains,Deforestation-transportation-Salvage uprooting and decay for Taiga Plains
233,5,1,209,Deforestation-transportation-Salvage uprooting and decay for Taiga Shield West,Deforestation-transportation-Salvage uprooting and decay for Taiga Shield West
233,6,1,209,Deforestation-transportation-Salvage uprooting and decay for Boreal Shield West,Deforestation-transportation-Salvage uprooting and decay for Boreal Shield West
233,7,1,209,Deforestation-transportation-Salvage uprooting and decay for Atlantic Maritime,Deforestation-transportation-Salvage uprooting and decay for Atlantic Maritime
233,8,1,209,Deforestation-transportation-Salvage uprooting and decay for Mixedwood Plains,Deforestation-transportation-Salvage uprooting and decay for Mixedwood Plains
233,9,1,209,Deforestation-transportation-Salvage uprooting and decay for Boreal Plains,Deforestation-transportation-Salvage uprooting and decay for Boreal Plains
233,10,1,209,Deforestation-transportation-Salvage uprooting and decay for Subhumid Prairies,Deforestation-transportation-Salvage uprooting and decay for Subhumid Prairies
233,11,1,209,Deforestation-transportation-Salvage uprooting and decay for Taiga Cordillera,Deforestation-transportation-Salvage uprooting and decay for Taiga Cordillera
233,12,1,209,Deforestation-transportation-Salvage uprooting and decay for Boreal Cordillera,Deforestation-transportation-Salvage uprooting and decay for Boreal Cordillera
233,13,1,209,Deforestation-transportation-Salvage uprooting and decay for Pacific Maritime,Deforestation-transportation-Salvage uprooting and decay for Pacific Maritime
233,14,1,209,Deforestation-transportation-Salvage uprooting and decay for Montane Cordillera,Deforestation-transportation-Salvage uprooting and decay for Montane Cordillera
233,15,1,209,Deforestation-transportation-Salvage uprooting and decay for Hudson Plains,Deforestation-transportation-Salvage uprooting and decay for Hudson Plains
233,16,1,209,Deforestation-transportation-Salvage uprooting and decay for Taiga Shield East,Deforestation-transportation-Salvage uprooting and decay for Taiga Shield East
233,17,1,209,Deforestation-transportation-Salvage uprooting and decay for Boreal Shield East,Deforestation-transportation-Salvage uprooting and decay for Boreal Shield East
233,18,1,209,Deforestation-transportation-Salvage uprooting and decay for Semiarid Prairies,Deforestation-transportation-Salvage uprooting and decay for Semiarid Prairies
234,4,1,210,Deforestation-transportation-Salvage uprooting and burn for Taiga Plains,Deforestation-transportation-Salvage uprooting and decay for Taiga Plains
234,5,1,211,Deforestation-transportation-Salvage uprooting and burn for Taiga Shield West,Deforestation-transportation-Salvage uprooting and decay for Taiga Shield West
234,6,1,213,Deforestation-transportation-Salvage uprooting and burn for Boreal Shield West,Deforestation-transportation-Salvage uprooting and decay for Boreal Shield West
234,7,1,215,Deforestation-transportation-Salvage uprooting and burn for Atlantic Maritime,Deforestation-transportation-Salvage uprooting and decay for Atlantic Maritime
